"Monetary_score","Total_quantity","recency_score","days_customer","churn"
20202,935,6,345,"0"
4434,206,13,344,"0"
7359,142,20,344,"0"
62273.8,1932,1,371,"0"
6726,209,2,358,"0"
35450,1058,1,350,"0"
3625,73,37,345,"0"
2601,47,6,338,"0"
11342,413,7,338,"0"
2382,106,52,338,"1"
6048,96,37,337,"0"
3971,62,3,336,"0"
5912,80,35,364,"0"
4085,52,0,364,"0"
13114.95,196,1,360,"0"
4960,67,31,360,"1"
6036.4,59,2,345,"0"
12119,149,2,385,"0"
6484.4,276,12,385,"0"
12015.8,352,9,381,"0"
534,20,9,185,"0"
954,48,28,385,"0"
10849,155,20,352,"0"
1616.2,90,24,351,"0"
2932,92,9,322,"0"
964.4,98,21,321,"0"
9696,175,13,317,"0"
3132.8,176,7,317,"0"
3246.6,125,51,315,"0"
14101.2,179,1,315,"0"
5920,592,15,381,"0"
988.4,38,36,372,"1"
3603,39,38,385,"0"
8609,127,1,385,"0"
4980,68,8,384,"0"
2670,50,23,381,"0"
10947.6,867,8,380,"0"
5345,68,16,379,"0"
1494,50,41,378,"0"
10988,187,2,378,"0"
3483,124,1,374,"0"
14133.8,1298,9,374,"0"
5101.4,66,7,373,"0"
1157.6,53,28,385,"1"
1020,39,16,380,"0"
4186,107,49,379,"1"
3594.4,143,21,377,"0"
1660.4,65,7,372,"0"
1571.2,86,37,367,"0"
11966.3,351,2,367,"0"
579.51,11,21,364,"0"
11770,596,51,380,"0"
15086,340,28,380,"0"
1743.63,28,13,380,"0"
5813,93,6,380,"0"
897,24,37,378,"0"
14390,484,13,378,"0"
489.6,25,36,378,"0"
2457.2,46,15,377,"0"
1446,115,6,377,"0"
7800,3932,20,377,"0"
9460,117,14,373,"0"
6310,267,1,371,"0"
10514,137,7,370,"0"
2739.85,153,29,365,"0"
4318,162,7,364,"0"
17824,1023,0,363,"0"
19288.4,250,6,360,"0"
3922,40,15,358,"0"
3650,59,21,356,"0"
487572.2,22972,0,356,"0"
5370,68,23,353,"0"
4061.53,196,7,352,"0"
4390,60,23,350,"0"
7804,497,28,347,"0"
9603,562,2,347,"0"
40,1,21,344,"0"
12403.4,671,7,339,"0"
5171.9,166,1,381,"0"
2978.4,131,10,380,"0"
4072,87,29,379,"0"
8752,497,6,379,"0"
13095,6177,0,378,"0"
6518,97,1,378,"0"
8545.8,413,16,378,"0"
1611.96,86,27,384,"0"
16736.4,397,0,381,"0"
1931.2,38,22,379,"0"
3809.4,126,1,379,"0"
5354.8,198,7,373,"0"
26026.7,636,34,370,"0"
840,40,42,368,"0"
4445.4,246,34,366,"0"
794,38,15,364,"0"
4916.91,132,9,384,"0"
9510,105,2,384,"0"
7784.4,185,6,380,"0"
10288.64,271,14,380,"0"
12351.79,395,3,380,"0"
2490,37,56,380,"0"
1538.4,46,42,380,"0"
18402.6,427,9,379,"0"
4648,377,1,378,"0"
2945.55,66,26,378,"0"
25648.8,774,9,377,"0"
2546,69,44,374,"0"
8011,383,6,371,"0"
3170.8,85,35,371,"0"
7710,105,16,384,"0"
3145,41,43,380,"0"
6265,118,10,380,"0"
5267.2,214,7,379,"0"
4139.6,110,9,379,"0"
3252.8,153,28,379,"0"
4021,71,9,378,"0"
8757.2,328,7,378,"0"
11352,344,10,373,"0"
2158,95,13,372,"0"
1320,32,36,371,"0"
7042,109,20,370,"0"
4138,179,0,367,"0"
4917.4,172,14,365,"0"
16181.8,481,13,365,"0"
15094.2,250,1,365,"0"
10846,158,38,360,"0"
4024,98,35,358,"0"
3364,318,1,384,"0"
12140,282,1,379,"0"
2904,126,13,378,"0"
3228.8,113,14,377,"0"
25984.79,1084,0,372,"0"
43837.2,2100,1,372,"0"
91255.76,2122,1,372,"0"
1739.06,35,0,372,"1"
8085,176,7,372,"0"
42739.2,1794,1,371,"0"
2098,72,43,371,"1"
16160.8,678,3,367,"0"
5954,440,38,365,"0"
10459.4,579,2,364,"0"
3132,257,15,364,"0"
13866.4,247,9,364,"0"
20606,594,7,364,"0"
8884.8,199,8,358,"0"
6717.2,538,8,379,"0"
3366.8,68,58,375,"0"
379.2,18,0,373,"1"
11874,1349,13,372,"0"
8575.4,374,9,372,"0"
1442,110,31,372,"0"
7303.4,187,34,370,"0"
8415.2,407,8,366,"0"
12786,948,22,366,"0"
23762.8,1686,2,365,"0"
7062.4,517,0,363,"0"
1704,71,28,357,"0"
959.2,40,2,356,"1"
5717.29,150,6,356,"0"
8533.4,693,2,356,"0"
950,33,1,351,"0"
2488.8,148,50,380,"0"
1029.4,107,20,379,"0"
7637.8,532,1,378,"0"
906,12,8,378,"0"
5960.2,219,28,385,"0"
30425,365,1,384,"0"
7767,105,6,380,"0"
49645,607,2,380,"0"
15497,235,2,380,"0"
8118,179,37,379,"0"
272138.5,10712,1,374,"0"
30668,1022,6,374,"0"
60091,2794,27,372,"0"
6274,192,6,372,"0"
24060,300,2,372,"0"
8250,220,20,371,"0"
10911.6,279,20,368,"0"
8200,118,2,367,"0"
4565,60,13,366,"0"
3275,45,34,366,"0"
1826,143,1,365,"0"
19569.4,303,15,364,"0"
29146,664,9,357,"0"
3028.6,99,21,351,"0"
18305,254,3,129,"0"
3347,92,3,127,"1"
3770,42,6,126,"0"
4355,53,0,126,"0"
1190,16,0,121,"0"
2415.6,70,41,377,"0"
3338,116,16,377,"0"
2255.6,75,36,373,"0"
3874.34,93,43,372,"0"
6069.6,339,21,360,"0"
3722.4,200,3,358,"0"
2665,50,50,358,"0"
4130.2,115,0,354,"0"
1706.2,35,35,353,"0"
28576.6,700,1,353,"0"
8776.8,351,45,350,"0"
4142.8,97,13,350,"0"
2310,65,20,350,"0"
16530,782,6,342,"0"
5272.4,181,1,332,"0"
61902.6,2104,35,332,"0"
866722,36469,1,329,"0"
1285,72,51,325,"0"
2400,35,23,324,"0"
78468,1238,3,324,"0"
2611.4,71,0,324,"0"
4341,58,43,323,"0"
861.4,33,56,357,"0"
2825,38,23,356,"0"
755.2,40,24,353,"0"
16891.6,499,3,353,"0"
1702.4,71,30,353,"0"
15476,431,8,352,"0"
2644.4,114,43,351,"1"
1900,33,3,335,"0"
5827,275,1,335,"0"
6574,343,2,331,"0"
6530,87,7,329,"0"
3698,210,27,328,"0"
16999.6,488,1,378,"0"
3233,189,22,378,"0"
24354,462,2,378,"0"
6124,657,8,377,"0"
3691.6,124,7,371,"1"
6540,89,10,370,"0"
127034.4,8479,0,367,"0"
2186,127,13,366,"0"
1791.6,93,14,365,"1"
2358.4,85,24,364,"0"
12355.98,584,1,364,"0"
1355.4,143,16,364,"0"
2716.6,74,56,360,"0"
3093.2,194,34,358,"0"
27975.2,1454,2,358,"0"
71104.2,3360,6,357,"0"
1879.2,172,14,351,"0"
4579.2,203,29,349,"0"
2320.8,128,23,343,"0"
20583.6,492,10,339,"0"
11504.8,507,9,337,"0"
2048.4,83,1,335,"0"
2218.8,179,0,331,"0"
1960,25,36,331,"0"
43382,2131,27,332,"0"
3731,207,7,325,"1"
3238,87,9,315,"0"
17216,511,36,366,"0"
2857,160,21,357,"0"
2093.6,108,14,356,"0"
719,76,51,343,"0"
1517.8,42,10,343,"0"
10070,129,10,331,"0"
9340,107,23,356,"0"
5470,69,28,353,"0"
1772,28,28,351,"0"
902.4,30,36,310,"0"
3158,176,15,308,"0"
1680,50,2,302,"0"
1796.4,48,30,295,"0"
7161.6,378,6,293,"0"
15058,719,10,363,"0"
22365,222,8,361,"0"
4060,57,7,361,"0"
3544.4,128,10,372,"0"
4341.8,164,6,371,"0"
444,20,35,368,"1"
58456.8,1875,3,367,"0"
18775.4,562,6,367,"0"
1080,32,37,181,"0"
2475.6,130,1,176,"0"
4751.4,200,7,175,"0"
7018,96,3,158,"0"
2900,34,36,154,"0"
3741.6,165,24,150,"0"
8902,130,13,346,"0"
1314,73,0,344,"0"
905.6,52,3,335,"0"
5620.8,88,38,332,"0"
9215.4,141,3,329,"0"
1780,100,22,328,"0"
1918,61,27,322,"0"
3361.4,358,28,372,"0"
1955.8,181,10,371,"1"
5260,67,2,371,"0"
1290,18,30,371,"0"
8112,243,2,371,"0"
9263,163,20,370,"0"
5754.8,483,16,368,"0"
5967.6,602,34,366,"0"
2144,116,44,365,"0"
9625.2,842,20,364,"0"
3103.2,153,14,364,"0"
745,9,27,363,"1"
5320,68,16,363,"0"
3553.2,282,41,360,"1"
9744.4,165,43,359,"0"
2457.2,162,14,356,"0"
1088,34,37,356,"0"
2100,34,28,352,"0"
61567.2,3276,1,352,"0"
2500,97,22,350,"0"
1260,70,13,347,"0"
4760,173,8,346,"0"
2937.6,42,28,346,"0"
4921,176,1,345,"0"
665,17,9,342,"0"
18980,1059,0,339,"0"
7915,125,0,338,"0"
1765.8,95,22,338,"0"
1518,85,15,338,"0"
1779,42,2,336,"0"
7149,125,15,335,"0"
3719,70,34,332,"0"
1800,50,52,332,"0"
2494,102,50,331,"0"
2414.8,110,52,331,"0"
4806.6,170,31,330,"0"
2077,54,2,329,"0"
8861.2,441,3,368,"0"
3095,53,57,368,"1"
5530.2,196,16,367,"0"
4001.6,158,1,367,"0"
1608.8,32,38,363,"1"
6480,95,29,351,"0"
3927,55,13,351,"0"
3770,70,49,372,"0"
1366,77,7,367,"0"
15188.2,437,0,363,"0"
3965.2,67,16,359,"0"
2482,125,15,358,"0"
11958,470,3,358,"0"
1365.2,81,22,356,"0"
395.6,19,58,360,"0"
3585,47,16,360,"0"
48342,3337,3,311,"0"
4385,57,29,309,"0"
19094.2,234,13,309,"0"
2405,134,3,308,"0"
7287.8,189,7,308,"0"
1812.4,111,49,307,"0"
135,7,27,305,"1"
1498.4,66,8,303,"1"
676,37,49,302,"0"
2940,28,15,302,"0"
3524.4,140,2,302,"0"
3849.4,56,0,297,"0"
3510,165,1,295,"0"
1222,106,23,293,"0"
13255,167,0,293,"0"
4772,261,3,293,"0"
16249.2,734,1,291,"0"
1267,55,21,287,"0"
1380,138,0,286,"0"
1160,14,45,282,"0"
9900,130,10,282,"0"
7335,97,0,281,"0"
972,27,50,280,"0"
4428,227,7,280,"0"
9239,149,3,280,"0"
2868,94,22,277,"0"
829.2,34,8,276,"0"
3779,177,8,374,"0"
28645,430,0,374,"0"
6397.2,307,3,374,"0"
10282,361,9,373,"0"
1159.2,58,2,373,"0"
2004,73,30,370,"0"
21729.8,733,2,367,"0"
2521,57,21,365,"0"
1080,46,9,364,"0"
51853.2,1782,0,363,"0"
1180,12,55,358,"0"
6079.2,633,1,356,"0"
2295,222,7,352,"0"
4392.2,71,23,352,"0"
12248.2,168,8,349,"0"
22950.8,866,0,345,"0"
1650,28,45,345,"0"
24715,361,0,338,"0"
3999,42,13,338,"0"
28702.4,1516,2,336,"0"
3059,86,6,336,"0"
17988,2544,34,332,"0"
2916.4,179,24,366,"0"
12721,661,3,366,"0"
4231.15,128,41,364,"0"
2178,101,8,120,"0"
2914,71,2,115,"0"
2790,159,59,346,"0"
65270.4,1358,20,346,"0"
2602.2,66,16,347,"0"
8114.8,383,0,346,"0"
13533.6,606,0,328,"0"
5483.6,105,14,324,"0"
409.2,43,9,323,"0"
6714.2,309,7,323,"0"
1736.8,136,2,335,"0"
1412.4,69,34,350,"0"
2949.2,133,23,350,"0"
2170,30,42,350,"0"
4224.4,188,7,349,"0"
1315,71,45,349,"1"
12699,610,0,345,"0"
10341.35,208,0,344,"0"
36543.55,1500,2,344,"0"
6359.2,349,16,359,"0"
5392.8,428,2,358,"0"
3528,280,30,357,"1"
11980,153,1,357,"0"
3645.6,200,34,356,"0"
1581.2,163,8,354,"0"
8693,234,14,353,"0"
21298,517,6,321,"0"
3162,68,3,324,"0"
29623.2,867,50,322,"0"
7987.32,182,8,345,"0"
5562,151,2,344,"0"
3606,189,41,343,"0"
2420.6,89,57,351,"0"
1791.3,37,3,350,"0"
5400,69,14,344,"0"
18853,1053,2,343,"0"
6340,83,16,314,"0"
3764.8,148,28,314,"0"
7654,120,1,310,"0"
17162,754,49,321,"0"
23874.2,1035,1,315,"0"
3917.2,244,28,311,"0"
14579.91,210,15,366,"0"
15088,484,1,366,"0"
2236,68,50,366,"0"
3770,57,59,365,"0"
3240,98,55,360,"0"
31685.2,1273,23,330,"0"
36305.2,1346,0,325,"0"
4087,231,6,324,"0"
2850,37,28,326,"0"
8096.4,443,14,324,"0"
2470,29,48,343,"0"
5815.2,114,15,360,"0"
2610,41,30,357,"0"
724,40,8,356,"0"
1758.4,62,6,356,"0"
5843,82,16,356,"0"
5313,76,0,346,"0"
2864.2,53,49,322,"0"
5370,221,6,148,"0"
3585.6,174,8,147,"0"
1791.6,79,0,275,"0"
5472,246,27,275,"0"
12635,184,1,275,"0"
6511.4,268,10,273,"0"
792,44,37,270,"0"
8705,122,24,268,"0"
4670.2,192,10,351,"0"
4296,91,9,363,"0"
7400,207,6,363,"0"
6701.6,230,10,360,"0"
1548,86,27,337,"0"
3207.2,41,45,338,"0"
1048.4,32,2,337,"1"
2401.2,70,10,335,"0"
6868,257,21,335,"0"
8180,124,3,309,"0"
6925,96,35,318,"0"
3370,37,35,321,"0"
785,11,24,318,"0"
1122.8,65,45,323,"0"
5342,553,8,322,"0"
2918.1,148,5,321,"1"
3050.8,152,15,318,"0"
4695,201,10,332,"0"
727.8,28,2,331,"0"
4552,190,6,339,"0"
295,5,0,338,"0"
2628,97,16,338,"0"
7501,197,8,337,"0"
5409,353,2,337,"0"
2263,113,29,337,"0"
9144.6,206,21,351,"0"
1844.4,108,22,351,"1"
4290,46,1,349,"0"
3214.5,247,30,349,"0"
2771.2,52,0,347,"0"
6695,79,13,344,"0"
23541.8,662,0,356,"0"
64817.2,2319,1,353,"0"
284.4,20,48,353,"0"
3589.4,111,38,353,"0"
12529,180,3,357,"0"
2864.8,70,59,357,"0"
1098,61,34,357,"0"
3606,207,6,280,"0"
13956,378,42,277,"0"
1420,20,30,275,"0"
9373,175,3,343,"0"
9140.2,208,16,339,"0"
917,19,20,339,"0"
6143,131,8,337,"0"
13643.2,351,14,353,"0"
2376.2,117,14,353,"0"
3747,163,38,353,"0"
7877.6,407,0,352,"0"
2258,76,23,352,"0"
16864.4,402,22,349,"0"
3141,41,1,311,"0"
7770,95,1,310,"0"
3885,41,37,324,"0"
6450,90,24,323,"0"
2238,65,7,322,"0"
6371,80,7,322,"0"
25886.8,953,31,319,"0"
2518.59,56,27,318,"0"
3821,114,29,323,"0"
10948.8,522,10,323,"0"
2390.6,47,27,321,"0"
3598,151,6,321,"0"
3490,62,3,319,"0"
12950,265,8,318,"0"
13915.6,558,22,317,"0"
12906,674,9,346,"0"
13691,284,8,346,"0"
666,37,41,345,"0"
7300,91,14,344,"0"
23354,2166,0,344,"0"
4470,51,8,337,"0"
8607,122,13,268,"0"
212.04,66,10,262,"0"
5038,72,6,261,"0"
4080.4,186,16,356,"0"
1345,24,6,111,"0"
1271.4,48,9,100,"0"
1843.2,91,8,94,"0"
10159.6,202,3,323,"0"
2155.2,70,28,328,"0"
14314,778,8,317,"0"
43604,1526,9,317,"0"
30182.2,735,6,315,"0"
1230,17,27,314,"0"
1897.4,29,44,312,"0"
6143.2,337,2,323,"0"
798.6,17,8,322,"0"
33585,407,0,314,"0"
1870,25,43,311,"1"
6275.4,223,2,311,"0"
17213.4,850,23,311,"0"
7571.6,272,8,336,"0"
1630,22,55,330,"0"
3661,45,19,343,"0"
2317.4,180,28,339,"0"
2460,29,20,339,"0"
3613.6,101,114,337,"0"
1736.4,178,6,337,"0"
1025.2,55,57,337,"0"
2643.6,196,20,337,"0"
5045,66,22,336,"0"
5557,318,14,336,"0"
1633,63,7,335,"0"
2920,110,20,330,"0"
13306.6,709,2,325,"0"
2001.2,103,7,343,"0"
4136,158,27,339,"0"
5629.6,74,0,337,"0"
1440,41,7,337,"0"
4157.4,65,7,336,"0"
3310,56,29,335,"0"
2556,131,52,332,"0"
7523.2,113,13,330,"0"
2484,73,14,302,"0"
7685.21,253,10,300,"0"
58667.6,2873,8,300,"0"
4312,77,8,300,"0"
5652,191,1,298,"0"
39937,1191,31,302,"0"
6639.6,127,14,351,"0"
11420.8,418,7,351,"0"
6646,178,22,347,"0"
3610,61,24,347,"0"
22014.8,1253,1,349,"0"
10207.6,376,6,346,"0"
2962.8,127,42,346,"0"
1894.6,30,55,345,"0"
5250,63,30,342,"0"
4898,138,0,339,"0"
12570.6,523,8,338,"0"
5840,262,22,337,"0"
2480,140,35,336,"0"
180,10,0,335,"1"
4549.8,68,8,328,"0"
516,32,34,317,"1"
8610,128,1,317,"0"
4025,49,28,315,"0"
3407.2,49,14,315,"0"
5248,106,21,312,"0"
13984,216,0,308,"0"
24953.31,723,6,307,"0"
2146,29,45,304,"0"
25102.37,700,3,304,"0"
9489.2,356,2,351,"0"
780,33,0,350,"0"
8992,139,0,349,"0"
3015,42,1,349,"0"
1414,79,13,349,"0"
7560.6,259,8,347,"0"
4330,63,9,347,"0"
5616,260,27,346,"0"
1629,37,51,261,"0"
1620,90,22,260,"0"
1145,16,27,259,"0"
1420.8,59,36,255,"0"
4729.6,139,13,350,"0"
4701,80,8,91,"0"
610,11,50,90,"0"
4174.8,133,3,323,"0"
5587.2,152,0,323,"0"
1385,23,1,296,"0"
360,20,0,296,"0"
5279.2,143,36,329,"1"
22892,328,1,328,"0"
5350,56,2,328,"0"
10906.65,173,8,307,"0"
17934,654,29,296,"0"
17257,627,1,296,"0"
1913.4,104,31,296,"0"
3146.4,138,15,295,"0"
8250,107,43,311,"0"
3350.2,167,0,311,"0"
3847.2,365,22,310,"0"
7791.2,123,21,310,"0"
15314,473,3,310,"0"
889.2,23,29,322,"0"
6775.2,187,9,321,"0"
8567,166,2,310,"0"
3610,48,23,307,"0"
24178.4,839,9,321,"0"
7023.6,488,13,317,"0"
1996.2,109,45,329,"0"
1224,35,28,328,"0"
1836,73,3,325,"0"
1880,93,20,325,"0"
143388,4052,2,325,"0"
4632,48,1,344,"0"
3278,52,2,343,"0"
4974.4,181,22,340,"0"
28697.6,1247,1,339,"0"
9820,150,3,339,"0"
7617.4,402,0,338,"0"
5107,80,1,337,"0"
5354.6,80,44,337,"1"
3786.8,101,13,332,"0"
6512.8,391,8,328,"0"
3551.8,177,9,326,"0"
11268.4,312,2,325,"0"
4057.6,208,10,325,"0"
1434,39,16,325,"0"
3766,210,44,324,"0"
3666,67,41,321,"0"
665,9,35,321,"0"
3851.4,76,27,345,"0"
522.6,16,29,268,"1"
9933,556,14,336,"0"
1835,23,27,335,"0"
16925,202,1,332,"0"
3080,33,56,331,"0"
40320,772,34,330,"0"
10957,618,2,329,"0"
2568,154,38,332,"0"
2253.65,40,29,330,"1"
690,9,50,329,"0"
4873.6,74,35,328,"0"
8571,105,35,310,"0"
4121,62,20,310,"0"
1617,23,55,309,"0"
2610,33,10,308,"0"
1000,14,7,305,"0"
2363,31,8,127,"0"
772.8,26,43,127,"0"
595,8,38,121,"0"
4460,64,34,314,"0"
5899,104,8,310,"0"
3154,45,16,310,"0"
2935,54,22,309,"0"
2614,102,31,321,"0"
5017,81,35,317,"0"
6183.2,167,9,346,"0"
4511.4,162,0,346,"0"
16977,421,14,345,"0"
7435.6,206,2,343,"0"
2231.2,74,37,338,"0"
582,30,30,255,"0"
702,33,36,328,"0"
7151.6,106,21,326,"0"
3488,52,0,325,"1"
91854.95,4043,0,324,"0"
5763,79,13,323,"0"
17444.2,476,6,322,"0"
3268.8,99,21,322,"0"
1488,65,8,294,"0"
8694,483,9,289,"0"
2352,78,44,266,"0"
4723.2,140,10,262,"0"
1590,17,38,262,"0"
21234,595,6,318,"0"
2060,29,8,317,"0"
33720,1324,1,317,"0"
996.2,58,41,316,"0"
2465,34,13,316,"0"
1657.4,31,0,316,"0"
7216.8,334,29,288,"0"
4990.4,177,9,315,"0"
1582.8,45,22,315,"0"
4278.4,114,22,311,"0"
7070,189,8,310,"0"
2423,60,34,303,"0"
1442,45,59,338,"0"
1699.4,51,48,338,"0"
6678,235,8,337,"0"
2548,80,23,336,"0"
1712.4,48,16,336,"0"
3715.2,181,9,333,"0"
3080,34,28,330,"0"
4609.8,107,56,307,"0"
8013.6,192,8,305,"0"
8418.96,152,7,304,"0"
16074.18,435,14,303,"0"
2715,33,35,302,"0"
4122.6,65,22,298,"0"
5290.8,296,7,308,"0"
6798.4,209,6,308,"0"
3322.8,248,1,302,"0"
10879.2,975,0,302,"0"
11971.2,608,6,301,"0"
12630,167,0,301,"0"
9469.4,182,3,316,"0"
2799.2,72,6,314,"0"
2968.3,295,1,308,"0"
1636.8,68,59,307,"1"
36087.56,1906,3,304,"0"
5611.6,104,9,303,"0"
696,28,0,323,"0"
1209.2,57,2,322,"0"
2344.8,129,21,322,"0"
22405.8,1170,10,322,"0"
24194,1134,6,319,"0"
2372,162,36,318,"0"
8960,539,8,317,"0"
1191,83,23,323,"0"
5934,407,2,323,"0"
2310,26,56,323,"0"
5166.8,80,3,322,"0"
3880.4,89,51,316,"0"
3282,106,23,336,"0"
2161,82,43,336,"0"
961.6,18,57,336,"0"
13570.4,156,13,333,"0"
17146.8,676,6,332,"0"
2073,51,11,332,"0"
7844.6,226,6,332,"0"
7040,86,7,331,"0"
1680,40,36,330,"0"
2925,39,30,329,"0"
16300,190,0,303,"0"
1640,80,3,301,"0"
3639.6,190,7,300,"0"
7709.2,133,14,298,"0"
21345.6,866,30,309,"0"
2091,121,36,308,"0"
6288.15,237,6,303,"0"
9328,284,50,300,"0"
16448.45,10539,2,300,"0"
7137,105,7,296,"0"
1410,22,38,328,"0"
2247,92,1,328,"0"
3796,154,14,326,"0"
5272.6,237,6,324,"0"
8930,135,6,324,"0"
4275,61,28,322,"0"
2196,103,28,322,"0"
11637.6,504,6,322,"0"
4274.8,222,6,321,"0"
3335.8,73,0,326,"0"
11128.2,321,1,325,"0"
1676.8,49,20,322,"0"
9005.8,253,8,316,"0"
2690,38,34,315,"0"
1943,32,13,310,"0"
2598,39,29,309,"0"
1720,20,20,115,"0"
3775,51,27,246,"0"
5799.8,79,28,312,"0"
3038.6,148,0,335,"0"
1355,25,49,332,"0"
5504,150,13,332,"0"
2085,23,20,332,"0"
6291,218,6,331,"0"
3364.8,95,29,331,"0"
4024.4,122,9,330,"0"
1620,35,31,330,"0"
4613.6,147,6,330,"0"
2231,28,7,297,"0"
780,21,48,291,"0"
2416,31,20,295,"0"
1954,82,37,315,"0"
3705,46,14,315,"0"
3979.6,221,35,314,"0"
1514.8,162,55,314,"0"
5289.8,556,0,314,"0"
2172,57,51,311,"0"
2563.6,171,30,310,"0"
8243.8,414,14,310,"0"
15095.4,616,7,310,"0"
11319,188,13,309,"0"
2990,40,9,309,"0"
3379.4,106,10,309,"0"
2292.6,41,8,78,"0"
8686,188,22,310,"0"
6910.8,350,10,301,"0"
4843.2,384,7,298,"0"
2350.8,237,8,297,"0"
1924,88,2,319,"0"
1099,35,50,317,"1"
2286,89,2,287,"0"
9441.6,440,15,287,"0"
3338,96,34,328,"0"
19142.4,1908,13,325,"0"
2642,73,29,324,"0"
1651.2,63,27,323,"0"
2619,47,20,301,"0"
2849.5,38,0,329,"0"
5014.2,255,22,328,"0"
63230.02,2376,6,324,"0"
9852.6,128,8,324,"0"
3223.8,136,28,323,"0"
13846.2,361,0,323,"0"
7819.2,419,30,297,"0"
288,6,43,295,"0"
3985,67,8,294,"0"
14901.6,318,3,290,"0"
2455.2,91,50,288,"0"
13886.8,238,1,290,"0"
2271.6,108,2,289,"0"
1861.2,77,1,318,"0"
7359.2,200,21,321,"0"
5670,80,0,321,"0"
1105.6,91,56,317,"0"
4620,70,52,301,"0"
3145,33,31,301,"0"
17281.2,898,16,300,"0"
9433,441,1,297,"0"
22596.2,587,0,325,"0"
1926,94,1,323,"0"
1312,46,35,311,"1"
2004,84,55,295,"0"
2816.8,193,34,293,"0"
3886.2,144,13,290,"0"
3751.2,247,30,296,"0"
8845.2,481,3,293,"0"
8479.6,706,15,290,"0"
324,14,34,287,"0"
2368.8,105,0,280,"0"
5374,246,45,307,"0"
8605.2,378,29,307,"0"
5071,94,9,304,"0"
3615,51,21,315,"0"
25641.2,862,6,314,"0"
860,13,218,312,"1"
9415.2,259,23,311,"0"
3672.4,190,16,310,"0"
2699.2,114,30,310,"0"
2909,69,8,295,"0"
12309.4,349,1,293,"0"
2730,101,1,76,"0"
1981.4,51,24,71,"0"
2350,36,2,69,"0"
732,32,3,59,"0"
6257,197,16,305,"0"
10861,367,9,307,"0"
4235,72,8,307,"0"
8183,112,3,293,"0"
5716.8,93,8,293,"0"
5829,316,7,288,"0"
13305.6,506,13,303,"0"
16454,392,12,303,"0"
8367.6,389,6,303,"0"
30425.28,1180,6,322,"0"
2565.4,56,58,321,"0"
15719,665,0,321,"0"
8136,118,6,321,"0"
7540,140,6,321,"0"
8460.6,129,28,319,"0"
6240,89,28,318,"0"
12122,499,6,318,"0"
4010,55,6,318,"0"
2225,55,10,318,"1"
6630.8,129,36,322,"0"
9847.4,183,24,282,"0"
2720,40,2,280,"0"
5460,76,36,296,"0"
2360.4,96,57,296,"0"
13550,187,1,308,"0"
9296,438,0,304,"0"
1458,21,8,241,"0"
2452,43,7,240,"0"
7493.4,316,10,240,"0"
3027.2,46,48,239,"0"
3508.2,64,9,239,"0"
3668.4,158,0,238,"0"
14771.6,620,22,314,"0"
3630,44,9,311,"0"
5713.2,71,9,304,"0"
4810.8,145,7,304,"0"
2694.8,111,47,317,"0"
2010,31,22,315,"0"
3307.2,107,20,310,"1"
8280.2,6651,3,309,"0"
9911,489,2,309,"0"
4240.8,125,2,308,"0"
10977.6,365,1,308,"0"
8295,115,14,304,"0"
2658,236,34,304,"0"
4164,318,14,302,"0"
2503.8,254,9,310,"0"
799.2,28,16,307,"0"
2600,29,35,304,"0"
1319.4,1571,29,287,"0"
5700,75,3,282,"0"
2675,43,21,281,"0"
4928,72,23,290,"0"
4906.8,192,31,291,"0"
1955,21,2,289,"0"
32179.2,1328,15,276,"0"
104556.6,4696,3,275,"0"
3600,200,35,273,"0"
2772,146,23,269,"0"
5159,96,10,268,"0"
1560,21,14,268,"0"
3831.8,75,1,290,"0"
6628.8,285,3,290,"0"
3474,155,7,288,"0"
7827.6,728,6,288,"0"
2526.2,67,21,287,"0"
2803.2,292,22,287,"0"
604.8,35,50,286,"0"
25195.2,714,14,301,"0"
1640,27,27,300,"0"
25340.3,652,36,300,"0"
2254,105,51,300,"0"
1838,25,57,300,"0"
18497,355,1,297,"0"
7801,132,16,296,"0"
2479,45,21,288,"0"
3990,48,59,287,"0"
3584,54,20,286,"0"
8723,114,6,286,"0"
24591.4,320,6,283,"0"
5344.8,69,0,282,"0"
2880,107,43,282,"0"
39330,1422,3,282,"0"
3467,52,14,282,"0"
3649.4,141,8,282,"0"
1919,33,1,281,"0"
6060,296,6,279,"0"
1662,82,45,276,"0"
1692,73,7,273,"0"
1227,68,8,269,"0"
4130,59,15,266,"0"
8895,100,0,266,"0"
900,51,22,266,"0"
17625.6,918,1,279,"0"
1422,79,3,310,"0"
3592,39,30,309,"0"
1234.8,58,1,308,"1"
3094,255,29,304,"0"
6280.8,220,3,304,"0"
34019.4,1178,1,304,"0"
12945,322,6,302,"0"
3582,199,2,302,"0"
3216,89,2,305,"0"
841,27,34,304,"0"
1455,20,41,296,"0"
6237.6,175,13,293,"0"
381,14,43,53,"0"
940,11,1,52,"0"
1078,20,6,51,"0"
360,20,14,49,"0"
2150.4,60,27,303,"0"
1356,76,10,301,"0"
4892.4,161,3,301,"0"
4855.2,130,23,300,"0"
1934.4,50,35,300,"0"
3724.78,177,7,296,"0"
3360,182,7,296,"0"
6772.6,183,2,295,"0"
25907,503,1,255,"0"
3172.82,63,20,252,"0"
2945,53,27,287,"0"
2673.6,145,28,282,"0"
7560,420,22,281,"0"
1560,20,13,281,"0"
1697,34,55,274,"0"
